timestamp,num_satellites,latitude,longitude,altitude,latitude_sigma,longitude_sigma,altitude_sigma,northing,easting,down,utm_zone
1405349460623889,3,51.760853,-1.260213,65.362900,2.550700,2.386700,10.883900,5735872.144362,620068.399469,-65.362900,30U
1405349460830275,3,51.760853,-1.260213,65.362900,2.550700,2.386700,10.883900,5735872.144362,620068.399469,-65.362900,30U
1405349461024598,3,51.760853,-1.260213,65.362900,2.550700,2.386700,10.883900,5735872.144362,620068.399469,-65.362900,30U
1405349461220141,3,51.760853,-1.260213,65.362900,2.550700,2.386700,10.883900,5735872.144362,620068.399469,-65.362900,30U
1405349461420280,3,51.760853,-1.260213,65.362900,2.550700,2.386700,10.883900,5735872.144362,620068.399469,-65.362900,30U
1405349461624100,3,51.760853,-1.260213,65.362900,2.550700,2.386700,10.883900,5735872.144362,620068.399469,-65.362900,30U
1405349461830005,3,51.760853,-1.260213,65.362900,2.550700,2.386700,10.883900,5735872.144362,620068.399469,-65.362900,30U
1405349462019410,3,51.760853,-1.260213,65.362900,2.550700,2.386700,10.883900,5735872.144362,620068.399469,-65.362900,30U
1405349462224953,3,51.760853,-1.260213,65.362900,2.550700,2.386700,10.883900,5735872.144362,620068.399469,-65.362900,30U
1405349462420496,2,51.760853,-1.260213,65.362900,2.550700,2.386700,10.883900,5735872.144362,620068.399469,-65.362900,30U
1405349462620491,3,51.760853,-1.260213,65.362900,2.550700,2.386700,10.883900,5735872.144362,620068.399469,-65.362900,30U
1405349462832172,3,51.760853,-1.260213,65.362900,2.550700,2.386700,10.883900,5735872.144362,620068.399469,-65.362900,30U
1405349463025451,3,51.760853,-1.260213,65.362900,2.550700,2.386700,10.883900,5735872.144362,620068.399469,-65.362900,30U
1405349463220455,3,51.760853,-1.260213,65.362900,2.550700,2.386700,10.883900,5735872.144362,620068.399469,-65.362900,30U
1405349463419989,3,51.760853,-1.260213,65.362900,2.550700,2.386700,10.883900,5735872.144362,620068.399469,-65.362900,30U
1405349463620103,3,51.760853,-1.260213,65.362900,2.550700,2.386700,10.883900,5735872.144362,620068.399469,-65.362900,30U
1405349463832105,3,51.760853,-1.260213,65.362900,2.550700,2.386700,10.883900,5735872.144362,620068.399469,-65.362900,30U
1405349464024998,3,51.760853,-1.260213,65.362900,2.550700,2.386700,10.883900,5735872.144362,620068.399469,-65.362900,30U
1405349464219592,3,51.760853,-1.260213,65.362900,2.550700,2.386700,10.883900,5735872.144362,620068.399469,-65.362900,30U
1405349464427354,4,51.761127,-1.260234,63.551200,5.741900,8.754100,24.564699,5735902.559263,620066.281932,-63.551200,30U
1405349464625836,4,51.761143,-1.260228,62.239400,5.744300,8.753900,24.568199,5735904.346457,620066.586261,-62.239400,30U
1405349464832043,3,51.761143,-1.260228,62.239400,5.744300,8.753900,24.568199,5735904.346457,620066.586261,-62.239400,30U
1405349465020443,4,51.761143,-1.260228,62.239400,5.744300,8.753900,24.568199,5735904.346457,620066.586261,-62.239400,30U
1405349465225542,5,51.761143,-1.260228,62.239400,5.744300,8.753900,24.568199,5735904.346457,620066.586261,-62.239400,30U
1405349465427888,5,51.761195,-1.260236,62.735400,2.520200,2.402400,10.350900,5735910.076934,620065.913411,-62.735400,30U
1405349465625688,5,51.761207,-1.260240,63.499400,2.524400,2.422300,10.344100,5735911.445059,620065.642658,-63.499400,30U
1405349465832278,4,51.761221,-1.260238,62.486300,2.522900,2.430900,10.711600,5735912.971608,620065.741142,-62.486300,30U
1405349466023708,4,51.761234,-1.260238,62.082300,2.511600,2.423400,10.713200,5735914.419777,620065.706699,-62.082300,30U
1405349466220316,4,51.761247,-1.260236,61.330100,2.500400,2.395000,10.667900,5735915.916242,620065.825606,-61.330100,30U
1405349466423680,4,51.761259,-1.260237,61.342500,2.507600,2.417700,10.703900,5735917.254081,620065.680234,-61.342500,30U
1405349466624556,4,51.761271,-1.260239,61.241300,2.490800,2.377800,10.638900,5735918.598488,620065.505678,-61.241300,30U
1405349466832606,4,51.761280,-1.260247,62.389400,2.490700,2.373600,10.634000,5735919.586841,620064.962796,-62.389400,30U
1405349467025730,4,51.761290,-1.260253,63.288700,2.499900,2.384800,10.634900,5735920.668130,620064.506598,-63.288700,30U
1405349467224973,4,51.761303,-1.260252,62.856000,2.500000,2.385700,10.631300,5735922.072407,620064.525617,-62.856000,30U
1405349467425833,4,51.761317,-1.260245,61.630400,2.491200,2.371500,10.615400,5735923.712815,620064.951239,-61.630400,30U
1405349467624834,4,51.761328,-1.260247,61.717300,2.484300,2.359200,10.605400,5735924.924912,620064.801652,-61.717300,30U
1405349467832518,4,51.761338,-1.260250,61.803900,2.479100,2.345700,10.585000,5735926.054131,620064.609677,-61.803900,30U
1405349468024577,4,51.761350,-1.260249,61.590900,2.479900,2.346500,10.589800,5735927.298259,620064.616303,-61.590900,30U
1405349468223736,4,51.761358,-1.260256,62.803200,2.478400,2.346300,10.583800,5735928.194497,620064.108605,-62.803200,30U
1405349468423620,4,51.761368,-1.260257,62.679600,2.475000,2.338400,10.569000,5735929.348790,620063.993379,-62.679600,30U
1405349468619744,4,51.761379,-1.260256,61.953200,2.473300,2.336300,10.561400,5735930.586240,620064.089586,-61.953200,30U
1405349468831426,4,51.761389,-1.260257,61.844000,2.473000,2.336100,10.558500,5735931.655205,620063.976624,-61.844000,30U
1405349469019771,4,51.761398,-1.260259,62.210900,2.469400,2.327000,10.540800,5735932.670386,620063.820846,-62.210900,30U
1405349469224899,4,51.761406,-1.260264,62.847300,2.470300,2.322000,10.541700,5735933.543395,620063.407207,-62.847300,30U
1405349469424921,4,51.761414,-1.260269,63.205200,2.470600,2.322000,10.541000,5735934.462235,620063.082766,-63.205200,30U
1405349469624227,4,51.761422,-1.260271,63.436600,2.466200,2.316500,10.528300,5735935.332437,620062.883797,-63.436600,30U
1405349469829909,4,51.761431,-1.260272,63.428800,2.467200,2.318700,10.529600,5735936.290071,620062.852275,-63.428800,30U
1405349470024812,4,51.761439,-1.260272,63.563300,2.463300,2.308500,10.511100,5735937.202273,620062.763987,-63.563300,30U
1405349470224480,4,51.761446,-1.260275,63.842500,2.463600,2.308300,10.508900,5735938.000633,620062.557566,-63.842500,30U
1405349470419643,4,51.761454,-1.260276,63.638700,2.464200,2.308800,10.505700,5735938.838898,620062.489563,-63.638700,30U
1405349470624334,4,51.761461,-1.260277,63.675300,2.464600,2.309100,10.504800,5735939.606769,620062.391697,-63.675300,30U
1405349470831374,4,51.761467,-1.260279,63.828200,2.462500,2.305300,10.496400,5735940.344867,620062.241437,-63.828200,30U
1405349471019345,4,51.761474,-1.260279,63.671200,2.486400,2.335800,10.500200,5735941.064872,620062.238695,-63.671200,30U
1405349471224344,4,51.761480,-1.260277,63.362000,2.524300,2.378200,10.495900,5735941.771407,620062.313941,-63.362000,30U
1405349471419416,4,51.761485,-1.260277,63.261900,2.481900,2.324000,10.480200,5735942.347472,620062.314555,-63.261900,30U
1405349471619497,4,51.761490,-1.260280,63.588800,2.538500,2.408900,10.527900,5735942.857745,620062.116412,-63.588800,30U
1405349471832285,4,51.761494,-1.260283,64.113000,2.538300,2.408900,10.525400,5735943.250495,620061.921167,-64.113000,30U
1405349472024266,4,51.761499,-1.260281,63.828000,2.530100,2.414300,10.568600,5735943.858421,620061.985274,-63.828000,30U
1405349472225252,4,51.761505,-1.260277,62.876900,2.521900,2.397000,10.547600,5735944.517114,620062.302620,-62.876900,30U
1405349472425392,4,51.761510,-1.260275,62.538200,2.511200,2.378700,10.529000,5735945.098430,620062.413062,-62.538200,30U
1405349472625291,4,51.761513,-1.260278,62.878700,2.499300,2.349600,10.488000,5735945.372229,620062.173533,-62.878700,30U
1405349472833118,4,51.761515,-1.260281,63.188000,2.491400,2.332000,10.464400,5735945.682718,620061.976538,-63.188000,30U
1405349473025563,4,51.761518,-1.260282,63.125200,2.491600,2.332100,10.463500,5735946.018634,620061.922271,-63.125200,30U
1405349473225286,4,51.761521,-1.260284,63.519300,2.489200,2.326100,10.451200,5735946.269888,620061.728664,-63.519300,30U
1405349473425308,4,51.761523,-1.260284,63.339900,2.486600,2.321300,10.445200,5735946.529426,620061.715572,-63.339900,30U
1405349473625478,4,51.761525,-1.260285,63.214100,2.482700,2.314000,10.434800,5735946.720110,620061.704479,-63.214100,30U
1405349473833311,4,51.761526,-1.260284,63.124700,2.480400,2.309900,10.429800,5735946.895197,620061.738519,-63.124700,30U
1405349474023945,4,51.761526,-1.260287,63.532000,2.480300,2.309500,10.426100,5735946.887505,620061.553073,-63.532000,30U
1405349474225333,4,51.761526,-1.260287,63.523600,2.478500,2.307500,10.423400,5735946.903217,620061.549013,-63.523600,30U
1405349474425210,4,51.761527,-1.260287,63.566600,2.477900,2.305400,10.421200,5735946.913964,620061.523342,-63.566600,30U
1405349474625171,4,51.761526,-1.260287,63.483400,2.476300,2.302600,10.418000,5735946.906908,620061.524582,-63.483400,30U
1405349474832531,4,51.761526,-1.260287,63.547000,2.474800,2.299700,10.414400,5735946.885926,620061.538934,-63.547000,30U
1405349475025234,4,51.761526,-1.260287,63.739300,2.473000,2.296500,10.410600,5735946.862465,620061.511122,-63.739300,30U
1405349475224109,4,51.761526,-1.260287,63.854500,2.471400,2.293400,10.406200,5735946.859765,620061.519501,-63.854500,30U
1405349475424276,4,51.761526,-1.260287,63.971100,2.470300,2.291900,10.404700,5735946.823721,620061.508666,-63.971100,30U
1405349475625268,4,51.761526,-1.260288,64.092600,2.469500,2.289900,10.399600,5735946.804538,620061.458770,-64.092600,30U
1405349475832933,4,51.761526,-1.260288,64.072000,2.467900,2.287000,10.395400,5735946.818206,620061.465085,-64.072000,30U
1405349476024013,4,51.761526,-1.260288,63.900600,2.466400,2.284400,10.392900,5735946.831679,620061.494482,-63.900600,30U
1405349476223892,4,51.761526,-1.260288,64.025600,2.464800,2.281500,10.388200,5735946.803724,620061.458135,-64.025600,30U
1405349476425157,4,51.761525,-1.260288,63.971400,2.463500,2.279300,10.385000,5735946.787238,620061.488051,-63.971400,30U
1405349476625129,4,51.761525,-1.260287,63.807300,2.462800,2.278400,10.383000,5735946.790421,620061.517318,-63.807300,30U
1405349476832447,4,51.761526,-1.260287,63.986600,2.462300,2.277100,10.379000,5735946.798832,620061.505434,-63.986600,30U
1405349477025182,4,51.761526,-1.260288,64.012100,2.460800,2.274400,10.376100,5735946.850770,620061.496267,-64.012100,30U
1405349477223906,4,51.761526,-1.260287,63.952100,2.459800,2.272200,10.376000,5735946.847136,620061.538411,-63.952100,30U
1405349477425037,4,51.761526,-1.260286,63.966400,2.458400,2.270000,10.370400,5735946.849815,620061.587034,-63.966400,30U
1405349477625164,4,51.761526,-1.260287,64.067300,2.457300,2.267700,10.365900,5735946.811773,620061.562359,-64.067300,30U
1405349477832957,4,51.761525,-1.260287,64.181000,2.456400,2.266500,10.364300,5735946.792581,620061.560806,-64.181000,30U
1405349478023713,4,51.761525,-1.260287,64.291700,2.455800,2.264600,10.359400,5735946.766801,620061.520785,-64.291700,30U
1405349478223813,4,51.761525,-1.260288,64.417900,2.454700,2.262600,10.358700,5735946.742217,620061.473849,-64.417900,30U
1405349478425069,4,51.761525,-1.260287,64.295400,2.453900,2.261100,10.358000,5735946.735530,620061.517182,-64.295400,30U
1405349478625083,4,51.761524,-1.260288,64.475200,2.452800,2.259700,10.353400,5735946.683777,620061.452999,-64.475200,30U
1405349478832292,4,51.761525,-1.260288,64.351000,2.452000,2.258200,10.351200,5735946.693840,620061.487086,-64.351000,30U
1405349479023851,4,51.761525,-1.260288,64.305500,2.451500,2.257500,10.349900,5735946.724568,620061.499251,-64.305500,30U
1405349479225044,4,51.761525,-1.260287,64.382300,2.451300,2.256700,10.347800,5735946.738649,620061.516549,-64.382300,30U
1405349479425031,4,51.761525,-1.260287,64.316500,2.450300,2.254700,10.345100,5735946.767188,620061.548428,-64.316500,30U
1405349479620548,4,51.761525,-1.260287,64.337800,2.449300,2.253100,10.343000,5735946.735581,620061.531471,-64.337800,30U
1405349479833596,4,51.761525,-1.260287,64.439500,2.447900,2.250800,10.337400,5735946.751012,620061.505835,-64.439500,30U
1405349480020277,4,51.761546,-1.260287,47.331000,2.548600,2.360100,10.945700,5735949.101020,620061.448693,-47.331000,30U
1405349480223916,4,51.761546,-1.260287,47.189700,2.548700,2.360000,10.944500,5735949.131258,620061.474389,-47.189700,30U
1405349480424895,4,51.761547,-1.260286,47.041800,2.548200,2.359400,10.943400,5735949.165258,620061.513460,-47.041800,30U
1405349480620178,4,51.761547,-1.260286,47.017700,2.547500,2.357800,10.939400,5735949.186984,620061.535586,-47.017700,30U
1405349480831815,4,51.761547,-1.260286,46.930200,2.547000,2.356700,10.937600,5735949.201347,620061.532766,-46.930200,30U
1405349481024638,4,51.761547,-1.260286,46.907600,2.546500,2.355800,10.936200,5735949.226587,620061.543061,-46.907600,30U
1405349481223957,4,51.761547,-1.260285,46.719000,2.545700,2.354800,10.935100,5735949.246411,620061.607287,-46.719000,30U
1405349481424963,4,51.761548,-1.260285,46.736500,2.545100,2.354100,10.933400,5735949.271503,620061.618047,-46.736500,30U
1405349481624718,4,51.761548,-1.260284,46.558100,2.545000,2.353600,10.931100,5735949.338615,620061.656391,-46.558100,30U
1405349481832602,4,51.761548,-1.260284,46.534600,2.544100,2.352200,10.928500,5735949.343975,620061.673760,-46.534600,30U
1405349482024849,4,51.761548,-1.260284,46.518000,2.543400,2.350700,10.924300,5735949.353587,620061.704290,-46.518000,30U
1405349482219991,4,51.761548,-1.260284,46.543800,2.542800,2.349700,10.921100,5735949.350292,620061.696221,-46.543800,30U
1405349482420244,4,51.761549,-1.260284,46.426100,2.542200,2.348500,10.918900,5735949.392322,620061.687575,-46.426100,30U
1405349482624877,4,51.761549,-1.260284,46.274200,2.541700,2.347900,10.916200,5735949.423934,620061.701505,-46.274200,30U
1405349482833055,4,51.761549,-1.260284,46.274500,2.541600,2.347700,10.914900,5735949.433159,620061.693972,-46.274500,30U
1405349483024413,4,51.761549,-1.260284,46.234100,2.541000,2.346500,10.911800,5735949.442059,620061.709022,-46.234100,30U
1405349483223756,4,51.761549,-1.260284,46.143700,2.540600,2.345700,10.910600,5735949.453323,620061.705750,-46.143700,30U
1405349483423806,4,51.761550,-1.260283,45.999800,2.540100,2.344800,10.908700,5735949.482238,620061.730995,-45.999800,30U
1405349483623536,4,51.761549,-1.260283,46.067700,2.539700,2.344100,10.906200,5735949.466946,620061.738733,-46.067700,30U
1405349483832735,4,51.761549,-1.260283,45.965000,2.539500,2.343700,10.904800,5735949.471348,620061.760554,-45.965000,30U
1405349484020027,4,51.761550,-1.260283,45.966700,2.539500,2.343400,10.903100,5735949.479784,620061.742840,-45.966700,30U
1405349484224515,4,51.761550,-1.260283,45.953200,2.539500,2.343300,10.901500,5735949.488312,620061.729017,-45.953200,30U
1405349484424567,4,51.761550,-1.260283,45.983000,2.539000,2.342200,10.898800,5735949.509727,620061.745484,-45.983000,30U
1405349484624420,4,51.761550,-1.260283,46.022700,2.538800,2.342000,10.897200,5735949.509983,620061.715982,-46.022700,30U
1405349484831625,4,51.761550,-1.260283,46.018700,2.538400,2.341200,10.895000,5735949.506823,620061.716519,-46.018700,30U
1405349485019848,4,51.761550,-1.260283,45.911100,2.538400,2.341100,10.893500,5735949.522166,620061.718851,-45.911100,30U
1405349485224448,4,51.761550,-1.260284,46.012500,2.538200,2.340800,10.891900,5735949.516742,620061.690702,-46.012500,30U
1405349485424357,4,51.761550,-1.260284,45.996400,2.538100,2.340600,10.891100,5735949.552703,620061.692820,-45.996400,30U
1405349485624485,4,51.761550,-1.260284,45.887900,2.538200,2.340600,10.889900,5735949.571834,620061.709238,-45.887900,30U
1405349485831808,4,51.761550,-1.260284,45.832700,2.538000,2.340200,10.888500,5735949.577566,620061.702127,-45.832700,30U
1405349486023510,4,51.761550,-1.260283,45.718200,2.537800,2.339800,10.886400,5735949.582368,620061.747786,-45.718200,30U
1405349486224644,4,51.761550,-1.260284,45.688500,2.537700,2.339700,10.884800,5735949.578071,620061.697693,-45.688500,30U
1405349486419574,4,51.761550,-1.260284,45.625700,2.537800,2.339800,10.883200,5735949.572328,620061.656467,-45.625700,30U
1405349486624394,4,51.761550,-1.260285,45.568300,2.537900,2.339600,10.881700,5735949.569879,620061.627859,-45.568300,30U
1405349486832194,4,51.761550,-1.260285,45.538700,2.537800,2.339500,10.880200,5735949.557960,620061.616722,-45.538700,30U
1405349487019664,4,51.761550,-1.260285,45.510900,2.537700,2.339200,10.878600,5735949.574249,620061.607861,-45.510900,30U
1405349487219711,4,51.761550,-1.260285,45.638400,2.537600,2.338900,10.876600,5735949.557401,620061.592083,-45.638400,30U
1405349487419641,4,51.761550,-1.260285,45.571400,2.537600,2.338900,10.875200,5735949.557919,620061.615323,-45.571400,30U
1405349487624305,4,51.761550,-1.260285,45.636700,2.537800,2.339100,10.875000,5735949.562219,620061.621041,-45.636700,30U
1405349487838895,4,51.761550,-1.260285,45.625400,2.537900,2.339200,10.873700,5735949.541844,620061.578776,-45.625400,30U
1405349488019420,4,51.761550,-1.260286,45.635900,2.538000,2.339300,10.871200,5735949.535932,620061.566071,-45.635900,30U
1405349488224165,4,51.761550,-1.260285,45.546100,2.538100,2.339300,10.869700,5735949.541643,620061.608718,-45.546100,30U
1405349488424335,4,51.761550,-1.260285,45.529200,2.538200,2.339600,10.869000,5735949.554076,620061.619039,-45.529200,30U
1405349488624474,4,51.761550,-1.260284,45.523400,2.538100,2.339500,10.867300,5735949.578538,620061.640590,-45.523400,30U
1405349488831938,4,51.761550,-1.260285,45.479600,2.538000,2.339000,10.865500,5735949.569590,620061.639134,-45.479600,30U
1405349489019633,4,51.761550,-1.260285,45.558500,2.537800,2.338400,10.863500,5735949.552740,620061.618958,-45.558500,30U
1405349489224051,4,51.761550,-1.260285,45.604600,2.537900,2.338300,10.863600,5735949.554235,620061.585285,-45.604600,30U
1405349489425212,4,51.761550,-1.260286,45.642500,2.538000,2.338400,10.863400,5735949.546213,620061.570189,-45.642500,30U
1405349489625341,4,51.761550,-1.260285,45.626200,2.538000,2.338500,10.861200,5735949.522566,620061.576576,-45.626200,30U
1405349489834505,4,51.761550,-1.260285,45.711500,2.538100,2.338400,10.860200,5735949.531482,620061.575284,-45.711500,30U
1405349490025265,4,51.761550,-1.260285,45.751300,2.538200,2.338300,10.858100,5735949.491050,620061.588259,-45.751300,30U
1405349490224019,4,51.761550,-1.260286,45.756100,2.538200,2.338400,10.855900,5735949.476216,620061.569585,-45.756100,30U
1405349490425318,4,51.761550,-1.260286,45.714500,2.538300,2.338700,10.854700,5735949.481644,620061.545541,-45.714500,30U
1405349490625297,4,51.761550,-1.260286,45.704700,2.538100,2.338500,10.851300,5735949.480742,620061.542245,-45.704700,30U
1405349490832716,4,51.761550,-1.260286,45.712200,2.538300,2.338700,10.851500,5735949.480805,620061.542324,-45.712200,30U
1405349491025484,4,51.761550,-1.260286,45.702900,2.538200,2.338500,10.850200,5735949.490973,620061.555292,-45.702900,30U
1405349491224005,4,51.761550,-1.260285,45.652200,2.538100,2.338100,10.848800,5735949.511557,620061.608312,-45.652200,30U
1405349491425350,4,51.761550,-1.260285,45.595200,2.537900,2.337700,10.846800,5735949.543448,620061.588959,-45.595200,30U
1405349491625383,4,51.761550,-1.260285,45.684200,2.537900,2.337300,10.845700,5735949.523539,620061.597167,-45.684200,30U
1405349491833005,4,51.761550,-1.260285,45.705700,2.538000,2.337600,10.844000,5735949.504081,620061.576420,-45.705700,30U
1405349492023962,4,51.761550,-1.260286,45.669200,2.537900,2.337600,10.842500,5735949.507492,620061.571477,-45.669200,30U
1405349492224094,4,51.761550,-1.260285,45.797600,2.538100,2.337600,10.841300,5735949.501876,620061.574550,-45.797600,30U
1405349492425244,4,51.761543,-1.260282,52.062600,2.512300,2.334600,10.394200,5735948.774854,620061.844346,-52.062600,30U
1405349492625207,4,51.761543,-1.260281,51.970700,2.512300,2.334300,10.392400,5735948.804623,620061.872962,-51.970700,30U
1405349492832552,4,51.761543,-1.260281,51.953900,2.512100,2.334000,10.389800,5735948.809570,620061.919804,-51.953900,30U
1405349493025253,4,51.761544,-1.260281,52.013500,2.512100,2.333800,10.388900,5735948.827153,620061.898188,-52.013500,30U
1405349493223881,4,51.761544,-1.260281,51.927800,2.512000,2.333900,10.388000,5735948.848861,620061.909786,-51.927800,30U
1405349493425267,4,51.761544,-1.260281,52.026600,2.512000,2.333800,10.386500,5735948.838111,620061.892016,-52.026600,30U
1405349493625250,4,51.761544,-1.260281,51.980500,2.512200,2.334000,10.385200,5735948.864241,620061.904020,-51.980500,30U
1405349493833097,4,51.761544,-1.260281,52.045900,2.512100,2.333800,10.382800,5735948.871583,620061.874615,-52.045900,30U
1405349494025306,4,51.761544,-1.260282,52.024800,2.512100,2.333800,10.381100,5735948.879339,620061.859871,-52.024800,30U
1405349494223876,4,51.761544,-1.260282,52.086400,2.512000,2.333600,10.380200,5735948.867667,620061.857170,-52.086400,30U
1405349494425314,4,51.761544,-1.260282,52.205700,2.511800,2.333200,10.378700,5735948.879199,620061.843980,-52.205700,30U
1405349494624876,4,51.761544,-1.260282,52.296700,2.511800,2.333100,10.377300,5735948.870868,620061.827202,-52.296700,30U
1405349494832987,4,51.761544,-1.260282,52.329900,2.511900,2.333200,10.375700,5735948.894167,620061.851416,-52.329900,30U
1405349495024266,4,51.761544,-1.260282,52.416900,2.512000,2.333200,10.374200,5735948.889385,620061.846713,-52.416900,30U
1405349495224615,4,51.761544,-1.260282,52.387500,2.511900,2.333300,10.372300,5735948.909648,620061.862146,-52.387500,30U
1405349495425137,4,51.761544,-1.260282,52.382200,2.511800,2.333000,10.370100,5735948.904496,620061.860223,-52.382200,30U
1405349495625137,4,51.761544,-1.260282,52.358500,2.511800,2.332900,10.369200,5735948.899672,620061.850589,-52.358500,30U
1405349495832398,4,51.761545,-1.260282,52.332900,2.512000,2.333100,10.368000,5735948.932725,620061.860296,-52.332900,30U
1405349496024987,4,51.761545,-1.260282,52.335100,2.512300,2.333300,10.367500,5735948.944618,620061.850803,-52.335100,30U
1405349496220255,4,51.761545,-1.260281,52.354600,2.512300,2.333400,10.366100,5735948.952831,620061.869944,-52.354600,30U
1405349496420475,4,51.761545,-1.260281,52.398700,2.512400,2.333500,10.364500,5735948.950824,620061.864266,-52.398700,30U
