timestamp,num_satellites,latitude,longitude,altitude,latitude_sigma,longitude_sigma,altitude_sigma,northing,easting,down,utm_zone
1424781184604838,6,51.760633,-1.261500,74.556187,20.187771,10.151184,20.397284,5735845.534772,619980.193958,-74.556187,30U
1424781184804592,6,51.760633,-1.261500,74.496515,20.186062,10.149974,20.395752,5735845.585573,619980.214263,-74.496515,30U
1424781185004778,6,51.760633,-1.261500,74.497906,20.183189,10.148190,20.392809,5735845.590279,619980.212183,-74.497906,30U
1424781185204640,6,51.760635,-1.261499,74.302095,20.178795,10.145741,20.388437,5735845.737334,619980.283286,-74.302095,30U
1424781185404860,6,51.760635,-1.261499,74.297442,20.176908,10.144391,20.386637,5735845.743661,619980.285698,-74.297442,30U
1424781185604740,6,51.760634,-1.261499,74.326762,20.177792,10.144685,20.388958,5735845.710319,619980.273250,-74.326762,30U
1424781185805009,6,51.760635,-1.261498,74.245548,20.176077,10.143472,20.387421,5735845.795613,619980.315184,-74.245548,30U
1424781186005008,6,51.760635,-1.261498,74.250317,20.176277,10.142869,20.387190,5735845.813988,619980.328662,-74.250317,30U
1424781186204741,6,51.760636,-1.261498,74.180422,20.172853,10.141057,20.384171,5735845.888765,619980.357887,-74.180422,30U
1424781186404811,6,51.760636,-1.261498,74.207447,20.169035,10.138532,20.379490,5735845.874797,619980.342978,-74.207447,30U
1424781186604718,6,51.760636,-1.261498,74.216122,20.167852,10.137601,20.378820,5735845.878889,619980.346344,-74.216122,30U
1424781186804720,6,51.760636,-1.261498,74.229804,20.166132,10.136386,20.377277,5735845.851193,619980.338920,-74.229804,30U
1424781187004984,6,51.760637,-1.261497,74.133900,20.163956,10.134980,20.375097,5735845.950331,619980.397048,-74.133900,30U
1424781187205173,6,51.760636,-1.261497,74.169564,20.162996,10.134132,20.374409,5735845.919195,619980.381713,-74.169564,30U
1424781187404876,6,51.760637,-1.261496,74.066323,20.160345,10.132576,20.372057,5735846.014098,619980.427305,-74.066323,30U
1424781187604795,6,51.760637,-1.261497,74.064373,20.160515,10.132565,20.373644,5735846.009993,619980.418706,-74.064373,30U
1424781187804970,6,51.760637,-1.261496,74.020310,20.158787,10.131346,20.372093,5735846.024526,619980.428672,-74.020310,30U
1424781188004817,6,51.760637,-1.261496,74.038081,20.158461,10.130679,20.371725,5735846.021031,619980.426148,-74.038081,30U
1424781188204959,6,51.760638,-1.261495,73.934522,20.154816,10.128157,20.366671,5735846.130891,619980.491161,-73.934522,30U
1424781188404686,6,51.760639,-1.261495,73.873418,20.152496,10.126566,20.364180,5735846.189897,619980.526340,-73.873418,30U
1424781188604540,6,51.760639,-1.261495,73.888812,20.150831,10.125362,20.362684,5735846.192944,619980.530449,-73.888812,30U
1424781188804776,6,51.760639,-1.261495,73.833575,20.149097,10.124142,20.361130,5735846.252255,619980.556994,-73.833575,30U
1424781189004696,6,51.760639,-1.261495,73.840703,20.148745,10.123874,20.361975,5735846.248938,619980.556740,-73.840703,30U
1424781189204673,6,51.760639,-1.261495,73.890011,20.147081,10.122561,20.360186,5735846.185647,619980.534948,-73.890011,30U
1424781189404781,6,51.760637,-1.261496,73.990884,20.147135,10.121964,20.360016,5735846.054566,619980.469207,-73.990884,30U
1424781189604856,6,51.760639,-1.261495,73.843588,20.143877,10.120152,20.357128,5735846.188405,619980.547482,-73.843588,30U
1424781189804846,6,51.760639,-1.261494,73.763263,20.142136,10.118928,20.355568,5735846.256218,619980.571000,-73.763263,30U
1424781190004708,6,51.760640,-1.261494,73.738310,20.140120,10.117897,20.354801,5735846.319863,619980.597465,-73.738310,30U
1424781190204776,6,51.760640,-1.261494,73.739915,20.137306,10.116039,20.351515,5735846.319858,619980.594282,-73.739915,30U
1424781190404453,6,51.760639,-1.261495,73.818501,20.133621,10.113627,20.346914,5735846.238889,619980.552727,-73.818501,30U
1424781190604679,6,51.760639,-1.261495,73.852569,20.132664,10.112770,20.346210,5735846.204285,619980.529834,-73.852569,30U
1424781190804749,6,51.760638,-1.261495,73.919955,20.130917,10.111543,20.344643,5735846.140141,619980.491934,-73.919955,30U
1424781191004733,6,51.760638,-1.261495,73.889462,20.134504,10.112819,20.349096,5735846.161016,619980.499270,-73.889462,30U
1424781191204699,6,51.760638,-1.261496,73.912228,20.132534,10.111487,20.347281,5735846.134559,619980.483365,-73.912228,30U
1424781191404704,6,51.760638,-1.261496,73.993305,20.129515,10.109496,20.343657,5735846.077114,619980.455683,-73.993305,30U
1424781191604725,6,51.760637,-1.261496,74.031182,20.124411,10.106831,20.338711,5735846.044241,619980.449152,-74.031182,30U
1424781191804749,6,51.760638,-1.261496,74.002007,20.122656,10.105601,20.337137,5735846.075513,619980.458017,-74.002007,30U
1424781192004776,6,51.760637,-1.261497,74.085560,20.122490,10.105270,20.337669,5735845.988053,619980.415830,-74.085560,30U
1424781192204790,6,51.760636,-1.261497,74.146512,20.119980,10.103711,20.335436,5735845.938039,619980.400071,-74.146512,30U
1424781192404245,6,51.760637,-1.261497,74.101812,20.117716,10.102077,20.333010,5735845.980775,619980.416214,-74.101812,30U
1424781192604487,6,51.760637,-1.261496,74.082238,20.116142,10.101015,20.331726,5735845.990992,619980.432616,-74.082238,30U
1424781192804729,6,51.760636,-1.261497,74.140930,20.114380,10.099782,20.330147,5735845.914706,619980.389802,-74.140930,30U
1424781193004724,6,51.760637,-1.261496,74.065869,20.112007,10.097926,20.326761,5735845.984747,619980.426358,-74.065869,30U
1424781193204745,6,51.760637,-1.261497,74.035523,20.110800,10.097075,20.326296,5735846.007493,619980.424261,-74.035523,30U
1424781193404704,6,51.760637,-1.261497,74.087068,20.109758,10.096148,20.325346,5735845.973485,619980.398014,-74.087068,30U
1424781193604764,6,51.760636,-1.261497,74.157627,20.108208,10.095069,20.324125,5735845.908319,619980.363276,-74.157627,30U
1424781193804780,6,51.760635,-1.261498,74.275557,20.106440,10.093833,20.322540,5735845.789526,619980.312626,-74.275557,30U
1424781194004837,6,51.760634,-1.261499,74.423983,20.105696,10.093076,20.322294,5735845.646772,619980.232214,-74.423983,30U
1424781194204771,6,51.760633,-1.261500,74.528688,20.103977,10.092003,20.321182,5735845.536648,619980.170910,-74.528688,30U
1424781194404758,6,51.760633,-1.261500,74.517545,20.103222,10.091293,20.320889,5735845.542729,619980.176721,-74.517545,30U
1424781194604735,6,51.760633,-1.261500,74.529267,20.100958,10.089886,20.318876,5735845.541637,619980.175975,-74.529267,30U
1424781194804874,6,51.760633,-1.261500,74.495517,20.099184,10.088647,20.317284,5735845.565857,619980.175834,-74.495517,30U
1424781195004823,6,51.760633,-1.261501,74.541067,20.093935,10.085169,20.309877,5735845.507675,619980.149789,-74.541067,30U
1424781195204850,6,51.760632,-1.261501,74.658257,20.094143,10.084953,20.310780,5735845.415074,619980.103074,-74.658257,30U
1424781195404816,6,51.760631,-1.261502,74.717308,20.093592,10.084480,20.311171,5735845.344680,619980.060259,-74.717308,30U
1424781195604738,6,51.760631,-1.261502,74.734022,20.089825,10.082473,20.307842,5735845.339710,619980.061495,-74.734022,30U
1424781195804827,6,51.760631,-1.261502,74.763862,20.089779,10.082038,20.308304,5735845.276733,619980.029578,-74.763862,30U
1424781196004777,6,51.760630,-1.261503,74.868920,20.086914,10.080106,20.304865,5735845.215138,619979.999511,-74.868920,30U
1424781196204820,6,51.760630,-1.261503,74.792918,20.084009,10.078173,20.301407,5735845.263126,619980.005721,-74.792918,30U
1424781196404744,6,51.760630,-1.261503,74.885281,20.083397,10.077641,20.301615,5735845.196931,619979.974129,-74.885281,30U
1424781196604742,6,51.760630,-1.261503,74.929627,20.082165,10.076768,20.301023,5735845.164015,619979.967484,-74.929627,30U
1424781196804895,6,51.760629,-1.261504,74.975245,20.080378,10.075524,20.299419,5735845.100797,619979.943330,-74.975245,30U
1424781197004850,6,51.760629,-1.261504,74.954887,20.078276,10.074151,20.297600,5735845.113509,619979.960728,-74.954887,30U
1424781197204810,6,51.760630,-1.261503,74.880846,20.075165,10.072121,20.293863,5735845.198755,619979.995589,-74.880846,30U
1424781197404971,6,51.760630,-1.261503,74.863369,20.074448,10.071490,20.294033,5735845.219314,619980.003666,-74.863369,30U
1424781197604837,6,51.760631,-1.261502,74.756533,20.071613,10.069779,20.291281,5735845.310171,619980.037618,-74.756533,30U
1424781197804958,6,51.760631,-1.261502,74.694595,20.069820,10.068533,20.289673,5735845.367530,619980.060202,-74.694595,30U
1424781198004795,6,51.760631,-1.261503,74.762001,20.067944,10.067184,20.287786,5735845.313022,619980.024647,-74.762001,30U
1424781198204690,6,51.760632,-1.261502,74.690108,20.066273,10.065958,20.286283,5735845.383603,619980.068628,-74.690108,30U
1424781198404644,6,51.760631,-1.261502,74.738870,20.064945,10.064805,20.284771,5735845.344654,619980.051373,-74.738870,30U
1424781198604758,6,51.760630,-1.261503,74.823491,20.062992,10.063452,20.282906,5735845.262543,619980.009959,-74.823491,30U
1424781198804920,6,51.760630,-1.261503,74.834707,20.061193,10.062202,20.281292,5735845.249283,619980.002600,-74.834707,30U
1424781199004733,6,51.760631,-1.261503,74.817718,20.060091,10.061529,20.281181,5735845.268301,619980.009665,-74.817718,30U
1424781199204692,6,51.760631,-1.261502,74.724619,20.057222,10.059619,20.277945,5735845.341787,619980.041174,-74.724619,30U
1424781199404714,6,51.760632,-1.261502,74.617095,20.055151,10.058286,20.276098,5735845.425365,619980.074371,-74.617095,30U
1424781199604750,6,51.760632,-1.261502,74.591990,20.053694,10.057242,20.275099,5735845.436243,619980.077890,-74.591990,30U
1424781199804829,6,51.760631,-1.261502,74.671870,20.051888,10.055990,20.273478,5735845.342905,619980.033077,-74.671870,30U
1424781200004673,6,51.760632,-1.261502,74.620319,20.049891,10.054605,20.271473,5735845.385172,619980.053784,-74.620319,30U
1424781200204693,6,51.760631,-1.261503,74.697152,20.049187,10.053749,20.270710,5735845.311546,619980.022268,-74.697152,30U
1424781200404751,6,51.760631,-1.261503,74.711325,20.048565,10.053212,20.270885,5735845.291423,619980.002726,-74.711325,30U
1424781200604740,6,51.760630,-1.261503,74.740348,20.046276,10.051758,20.268843,5735845.244926,619979.991351,-74.740348,30U
1424781200804627,6,51.760630,-1.261503,74.826867,20.044462,10.050502,20.267216,5735845.168540,619979.963053,-74.826867,30U
1424781201004491,6,51.760685,-1.261454,66.913537,19.411112,9.653081,19.226873,5735851.390168,619983.255748,-66.913537,30U
1424781201204655,6,51.760685,-1.261454,66.908794,19.410059,9.652253,19.226198,5735851.383869,619983.264792,-66.908794,30U
1424781201404602,6,51.760685,-1.261453,66.876021,19.407318,9.650540,19.223282,5735851.405688,619983.278811,-66.876021,30U
1424781201604444,6,51.760685,-1.261453,66.885810,19.406342,9.649644,19.222477,5735851.372333,619983.274158,-66.885810,30U
1424781201804660,6,51.760684,-1.261454,66.973724,19.404724,9.648519,19.221088,5735851.286501,619983.233153,-66.973724,30U
1424781202004578,6,51.760684,-1.261454,66.922000,19.402306,9.646773,19.218044,5735851.329497,619983.247511,-66.922000,30U
1424781202204793,6,51.760685,-1.261454,66.874751,19.401310,9.646010,19.217705,5735851.377325,619983.263476,-66.874751,30U
1424781202404697,6,51.760684,-1.261454,66.972774,19.399639,9.644825,19.216129,5735851.261670,619983.207767,-66.972774,30U
1424781202604539,6,51.760684,-1.261454,66.928894,19.397457,9.643607,19.214666,5735851.295852,619983.221188,-66.928894,30U
1424781202804753,6,51.760684,-1.261454,66.957782,19.395834,9.642479,19.213272,5735851.283679,619983.210578,-66.957782,30U
1424781203004692,6,51.760683,-1.261455,67.040949,19.394783,9.641452,19.211845,5735851.200199,619983.170648,-67.040949,30U
1424781203204681,6,51.760683,-1.261455,67.007147,19.393801,9.640702,19.211536,5735851.237851,619983.187558,-67.007147,30U
1424781203404671,6,51.760683,-1.261455,67.071561,19.392736,9.639907,19.211075,5735851.161819,619983.156213,-67.071561,30U
1424781203604645,6,51.760682,-1.261456,67.203018,19.390331,9.638569,19.209208,5735851.077253,619983.113686,-67.203018,30U
1424781203804857,6,51.760683,-1.261455,67.091421,19.388702,9.637439,19.207809,5735851.181318,619983.155985,-67.091421,30U
1424781204004985,6,51.760682,-1.261456,67.212707,19.386408,9.635738,19.204859,5735851.055883,619983.106016,-67.212707,30U
1424781204204763,6,51.760682,-1.261456,67.197744,19.383532,9.634110,19.202354,5735851.053575,619983.112921,-67.197744,30U
1424781204404538,6,51.760681,-1.261456,67.275188,19.383020,9.633597,19.202595,5735850.990074,619983.083855,-67.275188,30U
1424781204604559,6,51.760680,-1.261457,67.407710,19.382593,9.633220,19.203205,5735850.877831,619983.037881,-67.407710,30U
1424781204804768,6,51.760680,-1.261457,67.429107,19.380959,9.632086,19.201801,5735850.866463,619983.030029,-67.429107,30U
1424781205004827,6,51.760680,-1.261457,67.492420,19.380129,9.631460,19.201689,5735850.816875,619983.009334,-67.492420,30U
1424781205204530,6,51.760680,-1.261457,67.491954,19.377672,9.629771,19.198799,5735850.835863,619983.014447,-67.491954,30U
1424781205404737,6,51.760679,-1.261458,67.552370,19.376017,9.628623,19.197376,5735850.790050,619982.986760,-67.552370,30U
1424781205604464,6,51.760679,-1.261458,67.598737,19.374050,9.627295,19.195456,5735850.763441,619982.978852,-67.598737,30U
1424781205804670,6,51.760680,-1.261458,67.571791,19.372412,9.626159,19.194046,5735850.809164,619982.998120,-67.571791,30U
1424781206004837,6,51.760679,-1.261458,67.692908,19.370678,9.624997,19.192560,5735850.723860,619982.952370,-67.692908,30U
1424781206204623,6,51.760679,-1.261458,67.649315,19.370398,9.624407,19.192461,5735850.732697,619982.958613,-67.649315,30U
1424781206404740,6,51.760679,-1.261458,67.657633,19.368387,9.623069,19.190495,5735850.713203,619982.939740,-67.657633,30U
1424781206604691,6,51.760679,-1.261458,67.627679,19.366613,9.621907,19.188969,5735850.763064,619982.960836,-67.627679,30U
1424781206804701,6,51.760679,-1.261458,67.647164,19.364967,9.620769,19.187555,5735850.765984,619982.965145,-67.647164,30U
1424781207004828,6,51.760679,-1.261459,67.712865,19.363869,9.619925,19.187052,5735850.680920,619982.923960,-67.712865,30U
1424781207204669,6,51.760679,-1.261458,67.595991,19.361986,9.618645,19.185230,5735850.764746,619982.961710,-67.595991,30U
1424781207404643,6,51.760680,-1.261458,67.546362,19.359163,9.616902,19.182339,5735850.808557,619982.983462,-67.546362,30U
1424781207604735,6,51.760679,-1.261458,67.591753,19.358442,9.616127,19.181740,5735850.771746,619982.973201,-67.591753,30U
1424781207804762,6,51.760679,-1.261458,67.654754,19.356791,9.614985,19.180321,5735850.717501,619982.945433,-67.654754,30U
1424781208004767,6,51.760679,-1.261458,67.636698,19.354780,9.613880,19.179100,5735850.722158,619982.946077,-67.636698,30U
1424781208204825,6,51.760680,-1.261458,67.536559,19.354605,9.613669,19.180079,5735850.815154,619982.994426,-67.536559,30U
1424781208404757,6,51.760680,-1.261457,67.518824,19.350843,9.611160,19.175098,5735850.845062,619983.003063,-67.518824,30U
1424781208604712,6,51.760680,-1.261457,67.466197,19.349195,9.610125,19.174051,5735850.879721,619983.019747,-67.466197,30U
1424781208804783,6,51.760680,-1.261457,67.483019,19.347536,9.608980,19.172626,5735850.880427,619983.022873,-67.483019,30U
1424781209004746,6,51.760681,-1.261457,67.388858,19.346169,9.607928,19.171463,5735850.942516,619983.051710,-67.388858,30U
1424781209204523,6,51.760681,-1.261457,67.390526,19.345322,9.607387,19.171677,5735850.943295,619983.046102,-67.390526,30U
1424781209404721,6,51.760681,-1.261457,67.347797,19.342794,9.605700,19.168804,5735850.956219,619983.056009,-67.347797,30U
1424781209604672,6,51.760681,-1.261457,67.375461,19.342106,9.604897,19.168180,5735850.934506,619983.048900,-67.375461,30U
1424781209804785,6,51.760681,-1.261457,67.392398,19.340441,9.603750,19.166750,5735850.923690,619983.046007,-67.392398,30U
1424781210004751,6,51.760681,-1.261456,67.338464,19.338980,9.602761,19.165720,5735850.975456,619983.069542,-67.338464,30U
1424781210204809,6,51.760683,-1.261455,67.175365,19.337049,9.601500,19.164057,5735851.130717,619983.151977,-67.175365,30U
1424781210404724,6,51.760683,-1.261455,67.126024,19.335995,9.600755,19.163702,5735851.169386,619983.175578,-67.126024,30U
1424781210604728,6,51.760683,-1.261455,67.057941,19.334108,9.599470,19.161945,5735851.221084,619983.198493,-67.057941,30U
1424781210804765,6,51.760684,-1.261454,66.946675,19.332438,9.598321,19.160511,5735851.321686,619983.248258,-66.946675,30U
1424781211004562,6,51.760686,-1.261453,66.782242,19.330896,9.597310,19.159376,5735851.471066,619983.322901,-66.782242,30U
1424781211204756,6,51.760686,-1.261452,66.766823,19.330338,9.596656,19.159124,5735851.491733,619983.345787,-66.766823,30U
1424781211404851,6,51.760685,-1.261453,66.820784,19.328297,9.595353,19.157358,5735851.420963,619983.313581,-66.820784,30U
1424781211604782,6,51.760684,-1.261453,66.908111,19.327595,9.594821,19.157549,5735851.346190,619983.277079,-66.908111,30U
1424781211804771,6,51.760684,-1.261454,66.936960,19.325918,9.593669,19.156107,5735851.309801,619983.266192,-66.936960,30U
1424781212004637,6,51.760683,-1.261454,67.029043,19.323997,9.592361,19.154299,5735851.223194,619983.230263,-67.029043,30U
1424781212204815,6,51.760684,-1.261454,67.011903,19.320469,9.590137,19.150072,5735851.243277,619983.244003,-67.011903,30U
1424781212404650,6,51.760684,-1.261454,67.006462,19.319578,9.589513,19.150045,5735851.247311,619983.249057,-67.006462,30U
1424781212604744,6,51.760684,-1.261453,66.954496,19.318800,9.588699,19.149399,5735851.313629,619983.278295,-66.954496,30U
1424781212804828,6,51.760684,-1.261453,66.949624,19.317118,9.587545,19.147953,5735851.311712,619983.289040,-66.949624,30U
1424781213004799,6,51.760681,-1.261455,67.278110,19.315252,9.586435,19.146723,5735851.006606,619983.146512,-67.278110,30U
1424781213204806,6,51.760681,-1.261456,67.308013,19.313143,9.584867,19.144178,5735850.987432,619983.133821,-67.308013,30U
1424781213404813,6,51.760681,-1.261456,67.328530,19.311441,9.583760,19.142908,5735850.974511,619983.126409,-67.328530,30U
1424781213604763,6,51.760681,-1.261456,67.414586,19.309097,9.582358,19.140869,5735850.912353,619983.095997,-67.414586,30U
1424781213804871,6,51.760680,-1.261456,67.445434,19.307409,9.581202,19.139418,5735850.889116,619983.088587,-67.445434,30U
1424781214004789,6,51.760680,-1.261456,67.417523,19.307634,9.580953,19.140156,5735850.894165,619983.092011,-67.417523,30U
1424781214204791,6,51.760680,-1.261456,67.425367,19.304802,9.579071,19.136812,5735850.874041,619983.080579,-67.425367,30U
1424781214404846,6,51.760680,-1.261456,67.436330,19.304453,9.578785,19.137703,5735850.859120,619983.072969,-67.436330,30U
1424781214604879,6,51.760680,-1.261456,67.442129,19.301941,9.577327,19.135607,5735850.861212,619983.075688,-67.442129,30U
1424781214804868,6,51.760680,-1.261457,67.477708,19.300247,9.576167,19.134150,5735850.818573,619983.051109,-67.477708,30U
1424781215004841,6,51.760679,-1.261457,67.555063,19.296585,9.573891,19.129738,5735850.739652,619983.021361,-67.555063,30U
1424781215204818,6,51.760679,-1.261457,67.540889,19.296886,9.573767,19.130930,5735850.745915,619983.020077,-67.540889,30U
1424781215404801,6,51.760679,-1.261457,67.490924,19.295095,9.572559,19.129311,5735850.789874,619983.036488,-67.490924,30U
1424781215604729,6,51.760679,-1.261457,67.470531,19.293467,9.571295,19.127508,5735850.790376,619983.050283,-67.470531,30U
1424781215804880,6,51.760679,-1.261457,67.516279,19.291767,9.570132,19.126047,5735850.728725,619983.024051,-67.516279,30U
1424781216004819,6,51.760679,-1.261457,67.515118,19.290524,9.569244,19.125336,5735850.717048,619983.019401,-67.515118,30U
1424781216204734,6,51.760679,-1.261457,67.493103,19.288227,9.567867,19.123348,5735850.734759,619983.027606,-67.493103,30U
1424781216404668,6,51.760679,-1.261457,67.469172,19.285170,9.565924,19.119955,5735850.770385,619983.042749,-67.469172,30U
1424781216604852,6,51.760679,-1.261457,67.487690,19.286299,9.566546,19.123236,5735850.718687,619983.020541,-67.487690,30U
1424781216804861,6,51.760678,-1.261458,67.566587,19.284594,9.565381,19.121769,5735850.666944,619982.997134,-67.566587,30U
1424781217004846,6,51.760678,-1.261458,67.582852,19.282013,9.563493,19.118221,5735850.653895,619982.989847,-67.582852,30U
1424781217204825,6,51.760677,-1.261459,67.741728,19.280947,9.562713,19.117775,5735850.513865,619982.924210,-67.741728,30U
1424781217404566,6,51.760677,-1.261459,67.704389,19.278536,9.561275,19.115683,5735850.531363,619982.939656,-67.704389,30U
1424781217604748,6,51.760677,-1.261458,67.711445,19.275616,9.559336,19.112167,5735850.515599,619982.944912,-67.711445,30U
1424781217804709,6,51.760678,-1.261457,67.565505,19.273905,9.558169,19.110697,5735850.665806,619983.016312,-67.565505,30U
1424781218004718,6,51.760677,-1.261458,67.671784,19.274347,9.558217,19.112320,5735850.551826,619982.959646,-67.671784,30U
1424781218204574,6,51.760677,-1.261458,67.666546,19.270788,9.555730,19.107222,5735850.541101,619982.964586,-67.666546,30U
1424781218404485,6,51.760678,-1.261458,67.614222,19.270226,9.555279,19.107677,5735850.583392,619982.984626,-67.614222,30U
1424781218604537,6,51.760678,-1.261458,67.600975,19.268812,9.554212,19.106466,5735850.611408,619983.002824,-67.600975,30U
1424781218804529,6,51.760677,-1.261458,67.646846,19.267096,9.553042,19.104990,5735850.552849,619982.969902,-67.646846,30U
1424781219004339,6,51.760677,-1.261458,67.710646,19.265295,9.551803,19.103323,5735850.504209,619982.952514,-67.710646,30U
1424781219204518,6,51.760678,-1.261458,67.638606,19.263502,9.550627,19.101805,5735850.588708,619982.989682,-67.638606,30U
1424781219404625,6,51.760679,-1.261457,67.526496,19.261425,9.549382,19.100246,5735850.682344,619983.045015,-67.526496,30U
1424781219604594,6,51.760678,-1.261457,67.510800,19.259768,9.548232,19.098824,5735850.675893,619983.048616,-67.510800,30U
1424781219804659,6,51.760678,-1.261457,67.591442,19.258045,9.547060,19.097342,5735850.609552,619983.010546,-67.591442,30U
1424781220004725,6,51.760679,-1.261456,67.394591,19.258085,9.546700,19.097776,5735850.768535,619983.094018,-67.394591,30U
1424781220204817,6,51.760680,-1.261456,67.335236,19.257160,9.546022,19.097660,5735850.807059,619983.117067,-67.335236,30U
